"DONNEES - Effectifs des médecins"
"ANNEE - 2015"
"SEXE - Ensemble tous sexes confondus"

,AGE,"Ensemble tous âges confondus","Moins de 30 ans","Entre 30 et 34 ans","Entre 35 et 39 ans","Entre 40 et 44 ans","Entre 45 et 49 ans","Entre 50 et 54 ans","Entre 55 et 59 ans","Entre 60 et 64 ans","Entre 65 et 69 ans","70 ans et plus"
"72 - Sarthe","Gériatrie",8,0,0,0,2,1,0,3,1,1,0
"72 - Sarthe","Gynécologie médicale",8,0,0,0,0,0,0,5,3,0,0
"72 - Sarthe","Gynécologie-obstétrique",32,1,4,2,4,4,3,8,1,5,0
"72 - Sarthe","Hématologie",2,0,0,1,1,0,0,0,0,0,0
"72 - Sarthe","Gastro-entérologie et hépatologie",21,0,1,1,3,4,3,2,6,1,0
"72 - Sarthe","Médecine du travail",34,1,0,1,1,4,3,5,13,4,2
"72 - Sarthe","Médecine interne",12,0,1,1,2,2,3,0,1,1,1
"72 - Sarthe","Médecine nucléaire",9,0,4,1,0,0,1,1,2,0,0
"72 - Sarthe","Médecine physique et réadaptation",13,0,0,1,1,2,3,1,3,2,0
"72 - Sarthe","Néphrologie",11,0,3,0,1,0,1,3,2,1,0
"72 - Sarthe","Neuro-chirurgie",1,0,0,0,0,0,1,0,0,0,0
"72 - Sarthe","Neurologie",11,0,2,1,2,1,1,2,1,1,0
"72 - Sarthe","O.R.L et chirurgie cervico faciale",22,0,4,1,3,1,1,4,4,3,1
"72 - Sarthe","Oncologie option médicale",3,0,0,0,1,2,0,0,0,0,0
"72 - Sarthe","Ophtalmologie",38,0,6,2,4,2,4,8,8,3,1
"72 - Sarthe","Pédiatrie",38,0,3,4,3,2,4,11,6,4,1
"72 - Sarthe","Pneumologie",16,0,1,1,1,2,1,4,4,2,0
"72 - Sarthe","Psychiatrie",76,1,7,5,5,8,9,11,18,9,3
"72 - Sarthe","Radio-diagnostic et imagerie médicale",40,0,0,2,6,5,7,8,6,5,1
"72 - Sarthe","Radio-thérapie",7,0,0,2,2,0,1,0,1,0,1
"72 - Sarthe","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"72 - Sarthe","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"72 - Sarthe","Rhumatologie",15,2,1,1,1,1,2,3,4,0,0
"72 - Sarthe","Santé publique et médecine sociale",3,0,0,1,0,1,0,1,0,0,0
"72 - Sarthe","Généralistes",703,7,38,46,58,62,91,156,161,73,11
"72 - Sarthe","Médecine générale",703,7,38,46,58,62,91,156,161,73,11
"73 - Savoie","Ensemble des spécialités d'exercice",1499,32,142,155,148,177,190,273,254,100,28
"73 - Savoie","Spécialistes",693,4,44,69,76,96,82,140,112,48,22
"73 - Savoie","Anatomie et cytologie pathologiques",10,0,1,1,0,3,1,2,1,0,1
"73 - Savoie","Anesthésie-réanimation",72,0,4,15,10,10,4,10,14,4,1
"73 - Savoie","Biologie médicale",7,0,1,0,1,1,1,2,0,0,1
"73 - Savoie","Cardiologie et maladies vasculaires",28,0,2,3,3,7,3,5,2,3,0
"73 - Savoie","Chirurgie générale",18,0,1,0,4,2,1,5,3,2,0
"73 - Savoie","Chirurgie maxillo-faciale et stomatologie",9,0,0,0,0,0,0,5,3,0,1
"73 - Savoie","Chirurgie orthopédique et traumatologie",31,0,0,2,4,5,10,5,3,1,1
"73 - Savoie","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"73 - Savoie","Chirurgie plastique reconstructrice et esthétique",5,0,2,0,0,0,0,2,0,1,0
"73 - Savoie","Chirurgie thoracique et cardio-vasculaire",2,0,0,0,1,0,0,1,0,0,0
"73 - Savoie","Chirurgie urologique",10,0,0,2,3,1,2,1,1,0,0
"73 - Savoie","Chirurgie vasculaire",4,0,0,2,0,1,1,0,0,0,0
"73 - Savoie","Chirurgie viscérale et digestive",4,0,0,2,0,0,1,0,1,0,0
"73 - Savoie","Dermatologie et vénéréologie",20,0,1,1,2,2,2,3,3,3,3
"73 - Savoie","Endocrinologie et métabolisme",8,0,1,1,2,2,1,1,0,0,0
"73 - Savoie","Génétique médicale",2,0,0,0,0,1,1,0,0,0,0
"73 - Savoie","Gériatrie",7,0,0,0,1,1,1,1,2,0,1
"73 - Savoie","Gynécologie médicale",18,0,0,0,0,0,1,9,3,5,0
"73 - Savoie","Gynécologie-obstétrique",27,0,4,7,4,6,1,3,2,0,0
"73 - Savoie","Hématologie",3,0,0,2,0,1,0,0,0,0,0
"73 - Savoie","Gastro-entérologie et hépatologie",17,0,1,3,1,3,2,4,2,1,0
"73 - Savoie","Médecine du travail",41,0,0,2,5,4,3,10,15,2,0
"73 - Savoie","Médecine interne",7,0,0,2,0,2,1,0,2,0,0
"73 - Savoie","Médecine nucléaire",4,0,0,1,2,0,0,1,0,0,0
"73 - Savoie","Médecine physique et réadaptation",15,0,0,2,2,0,1,5,2,1,2
"73 - Savoie","Néphrologie",7,0,1,1,0,1,3,1,0,0,0
"73 - Savoie","Neuro-chirurgie",2,0,0,0,0,0,1,1,0,0,0
"73 - Savoie","Neurologie",11,0,1,0,4,1,3,1,1,0,0
"73 - Savoie","O.R.L et chirurgie cervico faciale",20,0,2,2,0,2,6,2,5,1,0
"73 - Savoie","Oncologie option médicale",5,0,1,0,0,3,1,0,0,0,0
"73 - Savoie","Ophtalmologie",35,1,3,4,1,1,3,11,8,2,1
"73 - Savoie","Pédiatrie",53,1,8,1,7,9,2,6,8,7,4
"73 - Savoie","Pneumologie",12,0,2,0,1,1,0,2,6,0,0
"73 - Savoie","Psychiatrie",84,1,4,7,9,15,14,14,10,5,5
"73 - Savoie","Radio-diagnostic et imagerie médicale",54,0,2,5,8,6,7,12,8,5,1
"73 - Savoie","Radio-thérapie",4,0,0,1,1,1,1,0,0,0,0
"73 - Savoie","Réanimation médicale",0,0,0,0,0,0,0,0,0,0,0
"73 - Savoie","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"73 - Savoie","Rhumatologie",30,1,1,0,0,3,2,14,4,5,0
"73 - Savoie","Santé publique et médecine sociale",7,0,1,0,0,1,1,1,3,0,0
"73 - Savoie","Généralistes",806,28,98,86,72,81,108,133,142,52,6
"73 - Savoie","Médecine générale",806,28,98,86,72,81,108,133,142,52,6
"74 - Haute-Savoie","Ensemble des spécialités d'exercice",2324,31,249,258,249,291,335,440,338,98,35
"74 - Haute-Savoie","Spécialistes",1150,11,107,138,133,151,160,226,158,47,19
"74 - Haute-Savoie","Anatomie et cytologie pathologiques",9,0,0,1,1,0,2,3,2,0,0
"74 - Haute-Savoie","Anesthésie-réanimation",112,0,15,19,16,14,15,19,12,2,0
"74 - Haute-Savoie","Biologie médicale",25,0,1,0,4,5,6,6,2,1,0
"74 - Haute-Savoie","Cardiologie et maladies vasculaires",73,1,10,5,11,6,9,21,4,4,2
"74 - Haute-Savoie","Chirurgie générale",27,1,2,1,3,4,1,6,7,2,0
"74 - Haute-Savoie","Chirurgie maxillo-faciale et stomatologie",10,0,0,3,0,1,0,6,0,0,0
"74 - Haute-Savoie","Chirurgie orthopédique et traumatologie",40,0,6,6,7,7,7,4,3,0,0
"74 - Haute-Savoie","Chirurgie infantile",1,0,0,0,1,0,0,0,0,0,0
"74 - Haute-Savoie","Chirurgie plastique reconstructrice et esthétique",8,0,0,2,1,2,2,1,0,0,0
"74 - Haute-Savoie","Chirurgie thoracique et cardio-vasculaire",3,0,1,1,0,0,1,0,0,0,0
"74 - Haute-Savoie","Chirurgie urologique",13,0,1,1,2,5,2,2,0,0,0
"74 - Haute-Savoie","Chirurgie vasculaire",5,0,0,1,2,0,1,1,0,0,0
"74 - Haute-Savoie","Chirurgie viscérale et digestive",10,0,1,1,0,4,2,2,0,0,0
"74 - Haute-Savoie","Dermatologie et vénéréologie",39,0,2,5,4,6,4,8,6,3,1
"74 - Haute-Savoie","Endocrinologie et métabolisme",21,0,6,2,2,3,3,1,1,2,1
"74 - Haute-Savoie","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"74 - Haute-Savoie","Gériatrie",16,0,2,2,0,4,3,2,1,1,1
"74 - Haute-Savoie","Gynécologie médicale",30,1,0,0,0,0,2,13,10,3,1
"74 - Haute-Savoie","Gynécologie-obstétrique",51,0,6,8,9,7,5,10,4,2,0
"74 - Haute-Savoie","Hématologie",6,0,0,2,1,0,3,0,0,0,0
"74 - Haute-Savoie","Gastro-entérologie et hépatologie",37,1,5,4,5,5,6,7,2,2,0
"74 - Haute-Savoie","Médecine du travail",61,0,2,2,4,8,8,18,16,2,1
"74 - Haute-Savoie","Médecine interne",14,0,3,2,1,2,1,1,3,1,0
"74 - Haute-Savoie","Médecine nucléaire",9,0,0,4,0,2,2,1,0,0,0
"74 - Haute-Savoie","Médecine physique et réadaptation",21,2,1,1,4,2,3,4,4,0,0
"74 - Haute-Savoie","Néphrologie",13,0,3,2,3,2,1,1,1,0,0
"74 - Haute-Savoie","Neuro-chirurgie",7,0,0,3,1,0,1,2,0,0,0
"74 - Haute-Savoie","Neurologie",25,0,5,3,3,6,4,2,2,0,0
"74 - Haute-Savoie","O.R.L et chirurgie cervico faciale",26,0,3,2,2,7,3,4,4,1,0
"74 - Haute-Savoie","Oncologie option médicale",6,0,2,0,2,0,2,0,0,0,0
"74 - Haute-Savoie","Ophtalmologie",43,1,3,3,2,2,6,13,10,2,1
"74 - Haute-Savoie","Pédiatrie",67,0,9,13,6,5,6,10,10,5,3
"74 - Haute-Savoie","Pneumologie",32,0,1,3,5,6,2,9,6,0,0
"74 - Haute-Savoie","Psychiatrie",144,2,9,13,8,23,24,22,24,14,5
"74 - Haute-Savoie","Radio-diagnostic et imagerie médicale",96,1,7,16,13,8,19,21,9,0,2
"74 - Haute-Savoie","Radio-thérapie",9,0,0,3,2,1,0,2,1,0,0
"74 - Haute-Savoie","Réanimation médicale",1,0,0,1,0,0,0,0,0,0,0
"74 - Haute-Savoie","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"74 - Haute-Savoie","Rhumatologie",26,1,1,1,5,3,3,2,9,0,1
"74 - Haute-Savoie","Santé publique et médecine sociale",14,0,0,2,3,1,1,2,5,0,0
"74 - Haute-Savoie","Généralistes",1174,20,142,120,116,140,175,214,180,51,16
"74 - Haute-Savoie","Médecine générale",1174,20,142,120,116,140,175,214,180,51,16
"75 - Paris","Ensemble des spécialités d'exercice",18307,276,1728,1543,1349,1557,2233,3069,3322,2145,1085
"75 - Paris","Spécialistes",12831,175,1333,1182,1012,1149,1449,2013,2213,1502,803
"75 - Paris","Anatomie et cytologie pathologiques",205,2,18,14,17,26,24,39,43,17,5
"75 - Paris","Anesthésie-réanimation",1055,6,148,136,77,81,87,167,207,118,28
"75 - Paris","Biologie médicale",315,4,25,25,30,45,109,33,20,16,8
"75 - Paris","Cardiologie et maladies vasculaires",589,19,66,46,31,50,70,100,84,74,49
"75 - Paris","Chirurgie générale",374,9,116,38,13,16,8,41,66,41,26
"75 - Paris","Chirurgie maxillo-faciale et stomatologie",157,0,3,4,9,7,6,52,40,21,15
"75 - Paris","Chirurgie orthopédique et traumatologie",250,0,19,34,25,35,43,31,26,22,15
"75 - Paris","Chirurgie infantile",34,0,2,6,4,9,5,2,4,1,1
"75 - Paris","Chirurgie plastique reconstructrice et esthétique",224,0,14,30,21,20,41,37,33,14,14
"75 - Paris","Chirurgie thoracique et cardio-vasculaire",53,0,1,7,11,12,8,4,6,4,0
"75 - Paris","Chirurgie urologique",77,0,8,5,13,13,14,7,7,7,3
"75 - Paris","Chirurgie vasculaire",35,0,6,1,2,6,3,7,2,6,2
"75 - Paris","Chirurgie viscérale et digestive",60,0,1,6,7,8,20,6,5,5,2
"75 - Paris","Dermatologie et vénéréologie",497,5,27,26,25,42,68,96,107,65,36
"75 - Paris","Endocrinologie et métabolisme",218,3,22,18,21,27,40,28,30,21,8
"75 - Paris","Génétique médicale",50,0,3,10,1,4,9,7,4,7,5
"75 - Paris","Gériatrie",81,0,8,11,8,19,10,11,7,6,1
"75 - Paris","Gynécologie médicale",448,3,16,4,1,1,7,92,145,120,59
"75 - Paris","Gynécologie-obstétrique",373,3,56,92,44,25,39,42,30,25,17
"75 - Paris","Hématologie",81,1,25,12,14,12,14,3,0,0,0
"75 - Paris","Gastro-entérologie et hépatologie",294,7,29,24,27,33,37,50,47,26,14
"75 - Paris","Médecine du travail",503,2,18,12,28,48,55,110,155,61,14
"75 - Paris","Médecine interne",371,0,50,32,43,36,29,43,61,46,31
"75 - Paris","Médecine nucléaire",66,6,14,7,4,1,7,12,9,5,1
"75 - Paris","Médecine physique et réadaptation",101,5,4,8,2,9,12,14,23,17,7
"75 - Paris","Néphrologie",184,10,33,19,22,25,22,13,20,15,5
"75 - Paris","Neuro-chirurgie",73,0,6,10,18,8,3,9,5,9,5
"75 - Paris","Neurologie",317,7,48,35,46,48,34,29,42,23,5
"75 - Paris","O.R.L et chirurgie cervico faciale",307,0,35,15,13,32,35,57,55,44,21
"75 - Paris","Oncologie option médicale",114,0,22,12,12,17,14,14,4,13,6
"75 - Paris","Ophtalmologie",653,7,63,53,42,45,54,141,130,76,42
"75 - Paris","Pédiatrie",887,20,121,116,82,88,88,118,122,103,29
"75 - Paris","Pneumologie",244,7,30,24,22,34,37,31,38,17,4
"75 - Paris","Psychiatrie",2148,33,133,142,141,153,216,324,414,345,247
"75 - Paris","Radio-diagnostic et imagerie médicale",779,8,78,93,79,55,103,140,110,72,41
"75 - Paris","Radio-thérapie",62,1,12,4,2,8,7,13,11,3,1
"75 - Paris","Réanimation médicale",28,0,2,4,6,6,7,1,2,0,0
"75 - Paris","Recherche médicale",4,0,0,0,0,0,2,2,0,0,0
"75 - Paris","Rhumatologie",270,3,26,14,20,17,35,46,47,26,36
"75 - Paris","Santé publique et médecine sociale",250,4,25,33,29,28,27,41,52,11,0
"75 - Paris","Généralistes",5476,101,395,361,337,408,784,1056,1109,643,282
"75 - Paris","Médecine générale",5476,101,395,361,337,408,784,1056,1109,643,282
"76 - Seine-Maritime","Ensemble des spécialités d'exercice",4060,91,427,372,372,441,589,730,659,301,78
"76 - Seine-Maritime","Spécialistes",2164,49,265,234,211,237,282,347,326,171,42
"76 - Seine-Maritime","Anatomie et cytologie pathologiques",31,1,3,2,1,5,4,3,11,1,0
"76 - Seine-Maritime","Anesthésie-réanimation",205,3,28,38,18,16,19,41,25,17,0
"76 - Seine-Maritime","Biologie médicale",57,3,4,8,7,7,13,7,6,1,1
"76 - Seine-Maritime","Cardiologie et maladies vasculaires",107,5,16,10,8,14,14,15,16,7,2
"76 - Seine-Maritime","Chirurgie générale",82,3,23,9,4,9,3,10,8,9,4
"76 - Seine-Maritime","Chirurgie maxillo-faciale et stomatologie",32,0,2,5,5,1,2,6,6,2,3
"76 - Seine-Maritime","Chirurgie orthopédique et traumatologie",51,0,1,9,7,11,8,10,5,0,0
"76 - Seine-Maritime","Chirurgie infantile",10,0,0,3,2,1,2,0,2,0,0
"76 - Seine-Maritime","Chirurgie plastique reconstructrice et esthétique",12,0,0,5,1,2,1,2,0,0,1
"76 - Seine-Maritime","Chirurgie thoracique et cardio-vasculaire",8,0,0,2,1,1,2,0,2,0,0
"76 - Seine-Maritime","Chirurgie urologique",22,0,1,7,1,2,4,1,4,2,0
"76 - Seine-Maritime","Chirurgie vasculaire",14,0,1,1,3,2,3,2,2,0,0
"76 - Seine-Maritime","Chirurgie viscérale et digestive",19,0,1,1,1,6,6,0,3,1,0
"76 - Seine-Maritime","Dermatologie et vénéréologie",64,0,6,4,5,8,9,13,9,8,2
"76 - Seine-Maritime","Endocrinologie et métabolisme",29,1,7,2,6,4,4,4,0,1,0
"76 - Seine-Maritime","Génétique médicale",5,0,1,1,0,0,1,1,1,0,0
"76 - Seine-Maritime","Gériatrie",30,0,2,1,2,4,10,8,2,1,0
"76 - Seine-Maritime","Gynécologie médicale",52,0,0,0,0,0,2,14,25,9,2
"76 - Seine-Maritime","Gynécologie-obstétrique",82,4,15,14,11,8,14,7,7,2,0
"76 - Seine-Maritime","Hématologie",9,0,3,1,0,4,1,0,0,0,0
"76 - Seine-Maritime","Gastro-entérologie et hépatologie",78,2,13,7,5,10,10,13,14,3,1
"76 - Seine-Maritime","Médecine du travail",102,0,5,4,10,8,10,29,23,9,4
"76 - Seine-Maritime","Médecine interne",43,0,9,2,4,8,4,3,4,9,0
"76 - Seine-Maritime","Médecine nucléaire",13,1,2,0,3,1,3,2,1,0,0
"76 - Seine-Maritime","Médecine physique et réadaptation",19,2,2,2,2,2,1,3,4,1,0
"76 - Seine-Maritime","Néphrologie",42,2,7,7,8,4,6,2,0,6,0
"76 - Seine-Maritime","Neuro-chirurgie",14,0,0,3,1,1,3,0,2,3,1
"76 - Seine-Maritime","Neurologie",53,4,9,2,9,6,8,6,5,4,0
"76 - Seine-Maritime","O.R.L et chirurgie cervico faciale",70,0,9,5,8,2,8,19,8,10,1
"76 - Seine-Maritime","Oncologie option médicale",16,1,1,3,4,3,1,2,0,1,0
"76 - Seine-Maritime","Ophtalmologie",100,1,5,7,5,10,14,19,28,5,6
"76 - Seine-Maritime","Pédiatrie",153,5,20,20,19,19,14,27,15,11,3
"76 - Seine-Maritime","Pneumologie",66,3,7,7,9,5,9,10,10,4,2
"76 - Seine-Maritime","Psychiatrie",224,5,30,24,22,15,23,29,45,25,6
"76 - Seine-Maritime","Radio-diagnostic et imagerie médicale",149,2,15,10,10,21,31,24,20,13,3
"76 - Seine-Maritime","Radio-thérapie",17,0,3,0,3,2,2,3,3,1,0
"76 - Seine-Maritime","Réanimation médicale",3,0,1,1,0,0,1,0,0,0,0
"76 - Seine-Maritime","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"76 - Seine-Maritime","Rhumatologie",52,1,9,4,3,11,8,8,6,2,0
"76 - Seine-Maritime","Santé publique et médecine sociale",29,0,4,3,3,4,4,4,4,3,0
"76 - Seine-Maritime","Généralistes",1896,42,162,138,161,204,307,383,333,130,36
"76 - Seine-Maritime","Médecine générale",1896,42,162,138,161,204,307,383,333,130,36
"77 - Seine-et-Marne","Ensemble des spécialités d'exercice",3070,13,110,234,269,352,541,664,558,254,75
"77 - Seine-et-Marne","Spécialistes",1577,1,43,113,135,175,272,353,297,142,46
"77 - Seine-et-Marne","Anatomie et cytologie pathologiques",12,0,0,0,1,3,3,3,2,0,0
"77 - Seine-et-Marne","Anesthésie-réanimation",109,0,1,7,12,19,11,21,21,13,4
"77 - Seine-et-Marne","Biologie médicale",36,0,1,4,4,3,18,6,0,0,0
"77 - Seine-et-Marne","Cardiologie et maladies vasculaires",105,0,7,4,6,18,19,27,11,9,4
"77 - Seine-et-Marne","Chirurgie générale",39,0,2,3,2,2,6,8,7,5,4
"77 - Seine-et-Marne","Chirurgie maxillo-faciale et stomatologie",17,0,0,0,0,4,4,5,1,3,0
"77 - Seine-et-Marne","Chirurgie orthopédique et traumatologie",50,0,2,4,3,5,11,15,7,3,0
"77 - Seine-et-Marne","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"77 - Seine-et-Marne","Chirurgie plastique reconstructrice et esthétique",2,0,0,0,0,0,2,0,0,0,0
"77 - Seine-et-Marne","Chirurgie thoracique et cardio-vasculaire",4,0,0,0,1,1,0,1,0,1,0
"77 - Seine-et-Marne","Chirurgie urologique",15,0,0,1,1,5,2,6,0,0,0
"77 - Seine-et-Marne","Chirurgie vasculaire",1,0,0,0,0,0,0,0,0,1,0
"77 - Seine-et-Marne","Chirurgie viscérale et digestive",16,0,0,2,2,6,2,2,2,0,0
"77 - Seine-et-Marne","Dermatologie et vénéréologie",48,0,1,1,2,3,3,14,17,6,1
"77 - Seine-et-Marne","Endocrinologie et métabolisme",19,0,2,2,1,0,3,1,7,3,0
"77 - Seine-et-Marne","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
"77 - Seine-et-Marne","Gériatrie",40,0,2,5,7,9,8,5,4,0,0
"77 - Seine-et-Marne","Gynécologie médicale",62,0,0,2,0,0,4,21,26,8,1
"77 - Seine-et-Marne","Gynécologie-obstétrique",71,0,3,9,9,12,7,19,5,6,1
"77 - Seine-et-Marne","Hématologie",3,0,0,0,1,0,2,0,0,0,0
"77 - Seine-et-Marne","Gastro-entérologie et hépatologie",60,0,0,2,10,7,12,13,12,4,0
"77 - Seine-et-Marne","Médecine du travail",85,0,2,12,8,7,10,16,18,9,3
"77 - Seine-et-Marne","Médecine interne",21,0,0,2,1,2,3,7,3,2,1
"77 - Seine-et-Marne","Médecine nucléaire",6,0,0,3,1,1,0,1,0,0,0
"77 - Seine-et-Marne","Médecine physique et réadaptation",33,1,0,3,7,3,3,7,5,4,0
"77 - Seine-et-Marne","Néphrologie",15,0,1,2,1,0,0,4,5,2,0
"77 - Seine-et-Marne","Neuro-chirurgie",2,0,0,0,1,0,0,1,0,0,0
"77 - Seine-et-Marne","Neurologie",14,0,1,1,2,1,1,4,3,0,1
"77 - Seine-et-Marne","O.R.L et chirurgie cervico faciale",47,0,0,3,1,6,7,11,14,4,1
"77 - Seine-et-Marne","Oncologie option médicale",10,0,0,0,1,1,5,1,2,0,0
"77 - Seine-et-Marne","Ophtalmologie",82,0,2,3,3,8,11,23,21,8,3
"77 - Seine-et-Marne","Pédiatrie",125,0,5,9,12,16,19,22,27,9,6
"77 - Seine-et-Marne","Pneumologie",38,0,1,2,2,2,12,10,8,0,1
"77 - Seine-et-Marne","Psychiatrie",196,0,3,11,20,18,46,34,32,22,10
"77 - Seine-et-Marne","Radio-diagnostic et imagerie médicale",131,0,3,7,6,11,27,33,25,16,3
"77 - Seine-et-Marne","Radio-thérapie",11,0,2,2,2,0,1,2,0,1,1
"77 - Seine-et-Marne","Réanimation médicale",9,0,1,3,2,1,1,0,1,0,0
"77 - Seine-et-Marne","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"77 - Seine-et-Marne","Rhumatologie",28,0,0,2,0,1,6,8,8,2,1
"77 - Seine-et-Marne","Santé publique et médecine sociale",15,0,1,2,3,0,3,2,3,1,0
"77 - Seine-et-Marne","Généralistes",1493,12,67,121,134,177,269,311,261,112,29
"77 - Seine-et-Marne","Médecine générale",1493,12,67,121,134,177,269,311,261,112,29
"78 - Yvelines","Ensemble des spécialités d'exercice",4255,25,236,279,339,470,675,856,852,398,125
"78 - Yvelines","Spécialistes",2390,10,125,165,184,275,336,506,483,230,76
"78 - Yvelines","Anatomie et cytologie pathologiques",20,0,1,0,1,4,3,5,4,2,0
"78 - Yvelines","Anesthésie-réanimation",157,0,15,16,21,13,12,31,31,15,3
"78 - Yvelines","Biologie médicale",52,1,3,4,7,9,16,8,4,0,0
"78 - Yvelines","Cardiologie et maladies vasculaires",154,0,13,9,13,17,16,26,30,19,11
"78 - Yvelines","Chirurgie générale",52,0,7,2,3,5,4,12,11,4,4
"78 - Yvelines","Chirurgie maxillo-faciale et stomatologie",34,0,0,0,0,2,3,16,9,3,1
"78 - Yvelines","Chirurgie orthopédique et traumatologie",59,1,1,5,4,12,13,10,8,4,1
"78 - Yvelines","Chirurgie infantile",1,0,0,0,0,1,0,0,0,0,0
"78 - Yvelines","Chirurgie plastique reconstructrice et esthétique",8,0,0,0,2,1,2,1,0,0,2
"78 - Yvelines","Chirurgie thoracique et cardio-vasculaire",9,0,0,0,1,2,1,2,2,1,0
"78 - Yvelines","Chirurgie urologique",16,0,2,5,1,1,3,1,2,1,0
"78 - Yvelines","Chirurgie vasculaire",8,0,0,0,2,0,2,0,1,3,0
"78 - Yvelines","Chirurgie viscérale et digestive",14,0,0,2,1,6,3,0,1,1,0
"78 - Yvelines","Dermatologie et vénéréologie",95,0,1,2,6,12,11,28,23,10,2
"78 - Yvelines","Endocrinologie et métabolisme",37,0,2,3,8,5,3,5,9,2,0
"78 - Yvelines","Génétique médicale",6,0,0,0,0,0,1,2,3,0,0
"78 - Yvelines","Gériatrie",66,0,2,9,6,17,11,11,7,3,0
"78 - Yvelines","Gynécologie médicale",86,0,2,1,0,0,2,30,28,18,5
"78 - Yvelines","Gynécologie-obstétrique",108,0,17,15,10,15,17,18,10,2,4
"78 - Yvelines","Hématologie",9,0,3,1,0,5,0,0,0,0,0
"78 - Yvelines","Gastro-entérologie et hépatologie",57,0,0,2,4,5,14,18,10,3,1
"78 - Yvelines","Médecine du travail",104,0,2,4,7,8,9,32,35,7,0
"78 - Yvelines","Médecine interne",38,0,0,4,2,3,8,8,7,4,2
"78 - Yvelines","Médecine nucléaire",6,1,0,1,0,0,1,1,2,0,0
"78 - Yvelines","Médecine physique et réadaptation",40,0,0,2,1,6,8,9,8,6,0
"78 - Yvelines","Néphrologie",20,0,0,2,1,3,2,3,4,4,1
"78 - Yvelines","Neuro-chirurgie",1,0,0,0,0,0,1,0,0,0,0
"78 - Yvelines","Neurologie",42,2,4,6,2,8,7,5,6,2,0
"78 - Yvelines","O.R.L et chirurgie cervico faciale",74,0,4,6,1,5,9,21,21,4,3
"78 - Yvelines","Oncologie option médicale",13,0,0,1,0,3,4,3,2,0,0
"78 - Yvelines","Ophtalmologie",150,0,4,11,4,11,13,44,41,18,4
"78 - Yvelines","Pédiatrie",195,1,15,11,17,26,28,28,35,25,9
"78 - Yvelines","Pneumologie",48,0,3,5,5,7,6,10,8,4,0
"78 - Yvelines","Psychiatrie",384,4,20,28,35,35,64,66,78,38,16
"78 - Yvelines","Radio-diagnostic et imagerie médicale",150,0,2,5,11,18,28,37,23,20,6
"78 - Yvelines","Radio-thérapie",2,0,0,0,0,1,0,1,0,0,0
"78 - Yvelines","Réanimation médicale",8,0,0,1,3,0,1,2,1,0,0
"78 - Yvelines","Recherche médicale",0,0,0,0,0,0,0,0,0,0,0
"78 - Yvelines","Rhumatologie",56,0,1,1,3,6,10,11,17,6,1
"78 - Yvelines","Santé publique et médecine sociale",11,0,1,1,2,3,0,1,2,1,0
"78 - Yvelines","Généralistes",1865,15,111,114,155,195,339,350,369,168,49
"78 - Yvelines","Médecine générale",1865,15,111,114,155,195,339,350,369,168,49
"79 - Deux-Sèvres","Ensemble des spécialités d'exercice",878,11,66,57,77,98,131,205,158,62,13
"79 - Deux-Sèvres","Spécialistes",370,3,22,25,31,47,45,102,62,27,6
"79 - Deux-Sèvres","Anatomie et cytologie pathologiques",5,0,0,0,2,1,1,1,0,0,0
"79 - Deux-Sèvres","Anesthésie-réanimation",33,0,0,2,2,5,1,7,9,6,1
"79 - Deux-Sèvres","Biologie médicale",8,0,1,0,1,1,1,3,1,0,0
"79 - Deux-Sèvres","Cardiologie et maladies vasculaires",28,1,2,3,3,4,2,8,4,1,0
"79 - Deux-Sèvres","Chirurgie générale",14,0,1,0,0,2,0,7,3,1,0
"79 - Deux-Sèvres","Chirurgie maxillo-faciale et stomatologie",6,0,0,0,0,0,0,4,1,1,0
"79 - Deux-Sèvres","Chirurgie orthopédique et traumatologie",10,0,0,1,0,2,3,3,0,1,0
"79 - Deux-Sèvres","Chirurgie infantile",0,0,0,0,0,0,0,0,0,0,0
"79 - Deux-Sèvres","Chirurgie plastique reconstructrice et esthétique",1,0,0,0,1,0,0,0,0,0,0
"79 - Deux-Sèvres","Chirurgie thoracique et cardio-vasculaire",1,0,0,0,0,0,1,0,0,0,0
"79 - Deux-Sèvres","Chirurgie urologique",5,0,0,0,1,1,2,1,0,0,0
"79 - Deux-Sèvres","Chirurgie vasculaire",3,0,0,0,1,0,0,0,2,0,0
"79 - Deux-Sèvres","Chirurgie viscérale et digestive",4,0,0,0,1,0,1,1,1,0,0
"79 - Deux-Sèvres","Dermatologie et vénéréologie",9,0,0,0,2,0,0,4,3,0,0
"79 - Deux-Sèvres","Endocrinologie et métabolisme",6,0,1,1,2,0,0,1,1,0,0
"79 - Deux-Sèvres","Génétique médicale",0,0,0,0,0,0,0,0,0,0,0
